content,query,score
各省毛利率锁定及促销补贴。多多买菜后台对每个通用名产品的毛利率进行锁定，不同省份锁定的毛利率不同。多多买菜向各省提供的促销补贴存在差别，多多买菜在云南省的促销补贴为云南省GMV的6-7%，多多买菜在西北各省的促销补贴为西北各省GMV的2-3%。每半月向各省提供1次促销补贴，补贴的具体数额根据各省的销售情况进行动态变化。采购运营部门考核指标。多多买菜对采购运营部门的整体考核指标中的占比为70%，其中GMV包含付款GMV与未付款GMV。由于后台锁定的毛利率无法更改，采购部门的主要任务为降低产品的采购价以实现较低的销售价，从而提高产品的销售量。商品运营部门考核指标。多多买菜对商品运营部门考核的指标为促销补贴率、GMV、下单转化率及购买用户数。其中，GMV的考核指标在整体考核指标中的占比为40%，下单转化率及购买用户数指标在整体考核指标中的占比均为25%，促销补贴率在整体考核指标中的占比较低。营销补贴的使用情况。多多买菜向各省提供的促销补贴占各省GMV的5%，在全国各省的平均营销补贴为各省GMV的2%。用户在总部开展活动期间以优惠券形式下单购买物品，营销补贴用于将该部分的优惠价格补贴至各省区。各省区无使用营销补贴费用的决定权，总部为实现促活、促复购及促转化的目标，结合各省用户的活跃度开展营销活动，不同用户在活动期间领取的优惠券的金额不同。绩效考核与薪酬。多多买菜各岗位的绩效考核情况不影响工作人员的月薪，与人员的晋升、调薪幅度与年终奖有关。根据绩效完成率与省总划分的271等级对各部门组长进行评定。271等级评定为每月均进行的上交至人事部门的强制性评定流程。8-9月进行的271评定较为重要，关注度较高。8-9月进行的271评定对员工加薪幅度的影响较大。部门奖金池。多多买菜设立阶段性任务的奖金池以奖励绩效达标人员。各部门组长的绩效评定方法。多多买菜各部门组长的绩效评定方法与各省总的绩效评定方法较为类似。不同省总的271评定方法。不同省总的271评定方法不同，部分省总根据绩效完成情况进行评级，部分省总综合多种因素后进行评级。,2021年多多买菜 利润,0
"毛利目标。多多买菜的毛利目标为22-24，需要扣除集团补贴。为了实现这个目标，多多买菜在调整价格、增加补贴力度等方面进行了努力。但是，供应链的影响还需要考虑，现在很难干涉供应链的计划。竞争形势。多多买菜原本认为市场格局已经稳定，但在Q2、Q3时期出现了变化，主要是美团的竞争。为了应对竞争，多多买菜在广东等省份加大了攻打力度，并且扩编一线的BD人员，补充服务短板，逐渐提升服务质量。组织架构调整。多多买菜在组织架构上做了一些调整，如打伞省区经营单元下沉、增加汉com等。BD团队一直在增加，主要是为了补充服务短板，如优秀团长的分享会、团建维护等。多多买菜的网格仓政策也在做调整，小站的模式可能走到尽头了。GMV目标。多多买菜的GMV目标为2023年底前达到2,100到2,200之间，完成率大概在90%左右。2024年的目标还没有确定。网格仓政策。多多买菜的网格仓政策也在做调整，小站的模式可能走到尽头了。多多买菜正在逐渐将小站合并，以适应市场需求。BD团队。多多买菜的BD团队一直在增加，主要是为了补充服务短板，如优秀团长的分享会、团建维护等。多多买菜的BD团队扩编一线人员，以提升服务质量。供应链影响。多多买菜的供应链影响需要考虑，现在很难干涉供应链的计划。多多买菜正在努力适应供应链的变化，以保持竞争力。",2021年多多买菜 利润,1
推广渠道。百达公司主要通过电商平台和品牌广告来推广产品，不采用传统电视和明星代言的渠道。公司计划开发新品牌，以提升品牌价值和吸引新消费群体。公司正在探索养乐多渠道经营方式，如直接销售人员进入社区进行销售。此外，公司通过经销商管理团队与新零售平台合作推广产品。新产品开发。百达公司推出新产品需要与现有产品线有所区别，以提升品牌价值和吸引新消费群体。公司计划开发新品牌，如代餐类酸奶和甜品酸奶，并考虑与山姆合作推广。公司还在讨论新产品的包装和定位，以传递益生菌酸奶、益生菌功能酸奶等信息。预算。优益C营销预算为2亿元，用于推广百达公司的产品和品牌广告。重客部门主要负责O2O业务，占总销售额的10%。公司通过经销商管理团队与新零售平台合作推广产品，如美团买菜、多多买菜等。新品牌开发。百达公司计划开发新品牌，如代餐类酸奶和甜品酸奶，并考虑与山姆合作推广。公司正在探索养乐多渠道经营方式，如直接销售人员进入社区进行销售。此外，公司通过经销商管理团队与新零售平台合作推广产品，如美团买菜、多多买菜等。养乐多渠道经营。百达公司正在探索养乐多渠道经营方式，如直接销售人员进入社区进行销售。重客部门主要负责O2O业务，占总销售额的10%。公司通过经销商管理团队与新零售平台合作推广产品，如美团买菜、多多买菜等。经销商。百达公司的经销商数量约为上千个，占低温酸奶事业部销售总量的80-90%。公司通过经销商管理团队与新零售平台合作推广产品，如美团买菜、多多买菜等。此外，公司正在探索养乐多渠道经营方式，如直接销售人员进入社区进行销售。重客部门。重客部门主要负责O2O业务，如沃尔玛、大润发等，占总销售额的10%。公司通过经销商管理团队与新零售平台合作推广产品，如美团买菜、多多买菜等。此外，公司正在探索养乐多渠道经营方式，如直接销售人员进入社区进行销售。新零售平台。公司通过经销商管理团队与新零售平台合作推广产品，如美团买菜、多多买菜等。公司正在探索养乐多渠道经营方式，如直接销售人员进入社区进行销售。重客部门主要负责O2O业务，占总销售额的10%。公司计划开发新品牌，如代餐类酸奶和甜品酸奶，并考虑与山姆合作推广。,2021年多多买菜 利润,0
"消费回归理性，转换率大于GMV。报告要点：市场行情回顾。2022年11月14日至11月25日，上证综指上涨0.47%，深证成指下跌2.11%,创业板指下跌3.99%。分行业来看，申万轻工制造/纺织服装/商业贸易/食品饮料指数分别涨跌0.95%/-0.40%/-3.57%/-1.83%,相较沪深300指数分别+1.28/-0.07/-3.23/-1.50pct,在31个申万一级行业指数中分别排名10/14/26/22。品牌：老牌守正，国货出奇，得流量者乘风而上。从2022双十一京东和天猫热门品类、品牌销售情况来看，双十一作为各大品牌集中放量的节日；排名靠前的主要还是靠长久的内功修炼为主、经历时间沉淀下来的品牌。赛道整体靠前品牌变动不大，但就细分排名变动而言，有以下趋势：国货品牌突围，在多个平台中国货均取得亮眼表现，以天猫美容护肤/美体/精油类目为例，今年是国货品牌表现最亮眼一年，薇诺娜（贝泰妮)、珀莱雅（珀莱雅)、夸迪（华熙生物）均进入榜单前十且排名较之前都有所上升。流量作用明显，在平台侧重从GMV的增长转向核心用户转换率表现的情况下，头部主播的带货有望让众多品牌更能获取消费者的眼球，部分把握高景气渠道的品牌展现出了更高的业绩。风险提示宏观经济增长不及预期风险；新冠疫情影响风险；企业经营状况低于预期风险；原料价格上升风险；汇率波动风险；竞争格局加剧风险。1.周专题：消费回归理性，转换率大于GMV。全网销售额首次突破万亿，增速小幅改善。今年双十一已经完全落幕，我们在此前《电商行业双十一购物节深度报告：平台活动策略分化，新兴渠道值得关注》一文中已经详细介绍了各大平台的启动时间以及优惠力度，阐明了周期变长、优惠力度加大这一观点。今年整个双十一期间（10月31日20：00-11月11日23：59）全网累计销售额为11154亿元，同比增长15.57%，较2021年+3.35pct。双十一总销售额增速在经历2021年大幅的下跌后（增速较2020年下滑31.11pct），于今年首次突破万亿规模。渠道方面，综合电商增速放缓，直播电商表现亮眼。据星图数据，今年综合电商、直播电商、新零售以及社区团购依然是双十一大促的四大渠道。其中：综合电商：增速放缓，格局稳固。今年实现总销售额为9340亿元，同比增长2.9%，较2021年有所下滑(2021年同比增长13.4%)；格局方面，今年的前三名仍为天猫、京东、拼多多。直播电商：抖音平台完成反超，头部主播强者恒强。在其他渠道同比增长几乎仅为个位数的情况下，直播电商总销售额为1814亿元，同比增长达到146.1%。格局上，今年的前三大平台分别为抖音、点淘、快手，抖音今年顺利完成对点淘的反超。主播方面，李佳琦自回归后销售额远超其他主播，双十一带货总额336.2亿元（三大平台第二名带货总额为37.5亿元）。新零售：京东到家新晋榜单第二，美团闪购成榜首。2022年双十一总销售额为218。亿元，同比增长10.8%。前三平台分别为美团闪购、京东到家、淘鲜达，其中京东到家替代饿了么进入榜单前三并成为双十一中销售额第二大平台，美团闪购则从去年的第二跃居榜首，淘鲜达则位列第三。社区团购：渠道低增长，多多买莱超美团优选。总销售额为135亿元，同比增长1.1%，为增量最小渠道。其中前三大平台为多多买菜、美团优选、兴盛优选，头部平台未发生改变，但多多买菜取代美团优选成双十一表现最佳社区团购平台。品类方面，前十大品类不变，Top3品类销售额占比为43.9%。今年综合电商平台销售品类前10名未发生变化，格局变化在于食品饮料超过家具建材上升到第七名。前三大销售品类依然是家用电器、手机数码、服装，销售额分别达到1566、1429、1389亿元，占总综合电商（含点淘）GMV比例分别为15.7%、14.3%、13.9%，合计占比为43.9%。此外，除了个护美妆和男/女鞋/箱包占比分别为8.20%和6.50%，前10的其他品类销售额占比约为3%-5%。平台方面，京东天猫，平台热门品类销售各有所长。从热门品类的销售情况来看，京东和天猫作为头部综合电商，各品类销售份额均遥遥领先。就整体集中度来看，京东和天猫在美容护肤、香水彩妆、洗护清洁、家用电器、宠物食品、洋酒、饮料等7个品类集中度超85%，在粮油调味、休闲零售、方便速食三个品类中的销售份额约为80%。从平台自身优势来看，天猫在粮油调味（42%）、休闲零食（56%）、方便速食（52%)、美容护肤（67%）、香水彩妆（68%）、宠物食品（53%）这六个品类上更有优势，而京东则在洗护清洁（52%)、家用电器（59%)、洋酒（62%）这三个品类上更受消费者欢迎：而在饮料品类上，两大平台平分秋色，销售份额均为45%。1.2消费品类趋于理性，头部品牌受流量加持1.2.1品类：趋于理性、耐用、保值，结构性机会创造结构性亮点耐用消费优于日常，保值产品受青睐。根据魔镜市场情报，天猫双十一Top100品类累计销售总额为3016亿元，同比下降2.68%；累计销量19亿件，同比下降10.79%；客单价为158.74元，同比上升7.57%。就销售额20亿以上的16个细分类目来看，本次双十一整体以客单价的提高驱动销售额的增长，我们通过分析发现消费呈现以下趋势：①耐用消费品较日常消费品更受欢迎，家具家装、家电品类产品客单价步调较为一致，在销售量出现降幅的情况下，板块整体客单价带动销售额的提升。珠宝黄金增速喜人，销售量/总额同比增速分别为62.12%/48.34%，或是消费者对具备保值功能的产品展现出更甚以往的偏好。寒流创造保暖需求，世界杯点燃消费热情。寒流：冷空气的到来推动抗寒保暖设备销量大增，其中，苏宁易购远程智控、速热大容量热水器大幅增长223%。小家电也因为冷空气的到来而热销，咖啡机表现尤其亮眼（苏宁易购咖啡机销售环比增长1100%)。世界杯的到来点燃电视机消费热情，苏宁易购线下数据显示，85寸以上大屏电视销售增幅最快，环比增长达228%，8K超高清电视销售环比增长183%，带有多种功能的智能电视环比增长145%，画框电视销售环比增长156%（95后消费者占比6成），家用投影仪同比增长201%(90后消费者占比超7成)。一大促期间结构性机会相关产品销售情况。理性消费，绿色选择。今年，绿色环保低碳理念深入人心，多平台强调在这方面做出的贡献，且与之相关的产品销售也十分抢眼。减碳量方面，京东表示，其在产业链方面做出的优化调整累计减碳20万吨，天猫同样强调其某些活动减碳量相当于在地球上种下350万棵树；且超过1633万人在天猫平台中购买了绿色商品。快手表示，其用户对绿色家电的关注有所提升，节能空调总销售额同比增长8倍，节能洗衣机总销售额同比增长超100%，苏宁易购全国门店一站式以旧换新订单量环比增长133%，绿色节能家电销售环比增长141%，其中节能冰箱销售环比增长为121%。1.2.2品牌：老牌守正，国货出奇，得流量者乘风而上经典品牌占据榜首。从2022双十一京东和天猫热门品类、品牌销售情况来看，双十作为各大品牌集中放量的电商购物节；排名靠前的主要还是靠长久的内功修炼为主、经历时间沉淀下来的品牌。国货品牌突围，消费者热情不减。在天猫，大促当天（11月10日晚8点)，海尔、美的、小天鹅、tcl等家电品牌成交额1秒破亿，超过50个品牌开售1小时破亿，包括珀莱雅、薇诺娜、自然堂、花西子等美妆护肤品牌。其中美容护肤/美体/精油类目是国货品牌表现最好的一年，从销售及排名情况来看，薇诺娜（贝泰妮)、珀莱雅（珀莱雅）、夸迪（华熙生物）挤进前十并且较之前排名均有所上升，其中夸迪通过深度绑定李佳琦引流，排名前进18名。在唯品会，国货服装品牌受到消费者喜爱，双十一特卖狂欢节开售1小时（11月10日晚8点），波司登销量同比增长3倍，鸿星尔克销量同比翻倍。在苏宁易购，双十一期间，国货品牌成“家消费”升级主力军，销售占比超6成，高端家电家居品牌受到关注，如卡萨帝、COLMO、海信璀璨等。品牌与超头主播合作，把握流量者乘风而上。今年双十一天猫和京东都不再公布GMV口径数据了，我们认为这是随着新用户红利的消失，平台侧重从GMV的增长转向核心用户转换率的表现。有货已经不能成为消费者购买的核心理由，各大平台均在考虑如何留住用户、让用户消费；今年又是直播电商高增速的一年，头部主播以超高的流量带货吸引消费者，品牌也纷纷把握高景气渠道，据魔镜市场情报，夸迪、魅可、安吉尔、斐乐、觅奠、乐事、松下、潘婷等品牌均通过与头部主播合作在其所属类目取得更高的排名。2.双周行业重要新闻（2022.11.14-2022.11.25）。1、国家统计局：2022年10月份社会消费品零售总额下降0.5%（2022.11.15）10月份，社会消费品零售总额40271亿元，同比下降0.5%。其中，除汽车以外的消费品零售额36575亿元，下降0.9%。1—10月份，社会消费品零售总额360575亿元，同比增长0.6%。其中，除汽车以外的消费品零售额323702亿元，增长0.5%。按经营单位所在地分，10月份，城镇消费品零售额34896亿元，同比下降0.6%；乡村消费品零售额5374亿元，增长0.2%。1—10月份，城镇消费品零售额312649亿元，同比增长0.5%；乡村消费品零售额47926亿元，增长0.8%。按消费类型分，10月份，商品零售36171亿元，同比增长0.5%；餐饮收入4099亿元，下降8.1%。1—10月份，商品零售325227亿元，同比增长1.2%；餐饮收入35348亿元，下降5%。按零售业态分，1一10月份，限额以上零售业单位中的超市、便利店、专业店、专卖店零售额同比分别增长3.7%、4.6%、4.6%、0.7%，百货店下降6.8%。2022年10月份，70个大中城市中商品住宅销售价格下降城市个数增加，各线城市商品住宅销售价格环比下降，一线城市同比上涨、二三线城市同比降幅略扩。10月份，70个大中城市中，新建商品住宅和二手住宅销售价格环比下降城市分别有58个和62个，比上月分别增加4个和1个。10月份，一线城市新建商品住宅销售价格环比下降0.1%，降幅与上月相同；二手住宅销售价格环比由上月持平转为下降0.3%二线城市新建商品住宅和二手住宅销售价格环比分别下降0.3%和0.5%，降幅比上月分别扩大0.1和0.2个百分点。三线城市新建商品住宅和二手住宅销售价格环比分别下降0.4%和0.5%，降幅均与上月相同。1、中国产业经济信息网：中国服装行业固定资产投资呈现快速稳定增长态势(2022.11.21)中国服装协会15日公布2022年1-9月中国服装行业经济运行情况：前三季度，中国服装行业固定资产投资呈现快速稳定增长态势，增速保持在30%以上。1-9月，中国服装行业固定资产投资完成额同比增长30.8%，增速比2021年同期提升27.7个百分点，高于纺织业和制造业整体水平24.5个百分点和20.7个百分点。3、纸视界：印尼放缓对中国和美国的木制品出口（2022.11.23）。今年上半年由于原料成本压力、国内疫情多点蔓延导致物流压力及企业订单受限等原因，家纺行业效益出现大幅回落。随着国内疫情防控形势向好，行业运行逐渐恢复但压力犹存，国内外市场需求偏弱限制了行业增长空间，家纺企业开工率基本维持在80%上下。在宏观下行压力下，家纺行业的发展韧性得到展现，行业效益较上年维持小幅增长。据国家统计局数据测算，1-9月全国规模以上家纺企业营业收入同比略降0.06%，利润同比增长3.82%。",2021年多多买菜 利润,0
"五斗春在多多买菜的净利润和销售额。五斗春在多多买菜去除损耗后的净利润为8-15%；五斗春1天销售农产品的数量为5万斤，五斗春在多多买菜上的1吨产品的销售额为2,000元；五斗春在拼多多上的毛利率为10%，净利率为5%，若货物数量过多，五斗春在卸货时需要额外增加卸货费用。多多买菜的容错率和五斗春的利润。多多买菜的容错率较低，例如五斗春为多多买菜供货时1万单能够获得2,000元的利润，若途中发生意外，五斗春的利润将会<0；从农产地至五斗春仓库的运输中，五斗春仅需付给货运司机货运费用；从五斗春仓库运输至多多的买菜的仓库直到团长手中时，五斗春需要承担途中发生的一切意外因素带来的损失。五斗春的运营和销售情况。若货物今晚11点结单，五斗春需要在今晚之前将所有货物补齐；五斗春供货武汉仓，五斗春从仓库至消费者手中的货损率为5%，这途中不可控因素过多，多多买菜的净利润不如拼多多的利润稳定；专家认为多多买菜上的销售量较好，若控制好质量以及与小二打好关系，多多买菜能够增加供货价格。多多买菜和五斗春的合作方式。多多买菜对入驻商家无过多要求，仅关注产品质量；五斗春为多多买菜供应土豆以及娃娃菜；多多买菜鉴定产品质量的方法为商家会将样品带给多多买菜，若多多买菜通过产品质量审核，商家可为多多买菜供货；多多买菜每个型号的产品仅有1家供货商，例如五斗春供应1斤的土豆，其余的供应商供应2斤土豆。五斗春和二批商的合作方式。五斗春给二批商的1吨产品的销售额为2,000元，二批商与多多买菜的不同之处在于五斗春需要用塑料袋分装产品、挑选产品以及为产品贴标签，二批商仅需要将货物运走；若二批商的销售价格高于供货价，二批商不会给五斗春过多返点。物流费用和损失责任。从农产地至五斗春仓库的运输中，五斗春仅需付给货运司机货运费用；从五斗春仓库运输至多多的买菜的仓库直到团长手中时，五斗春需要承担途中发生的一切意外因素带来的损失；五斗春承担从自己的仓库至多多买菜大仓的物流费用，多多买菜承担从大仓至消费者的物流费用。多多买菜和拼多多的比较。拼多多的账期为T+1或者T+2，买家收货后商家就能收到货款；多多买菜平台的存在对五斗春在拼多多店铺有影响，影响较小，例如原来年底五斗春拼多多店铺的销售量为8,000-9,000单，现在仅有3,000-4,000单；五斗春拼多多店铺的销量比往年降低；拼多多鸡蛋类目排名第一的商家受到多多买菜的影响已经不存在；目前拼多多鸡蛋类目排名第一的商家实行差异化战略，售卖绿壳蛋等整盒混装鸡蛋。",2021年多多买菜 利润,1
公司业务。星忆泽商贸有限公司主要经销元气森林、果子熟了及三得利饮料业务，已经从事饮料经销业务6年时间。市场情况。2022年三得利与东方树叶销售情况较好，茶饮市场受到消费者青睐。元气森林主打无糖产品，消费者对于无糖饮品的需求量较大。元气森林气泡水难以覆盖所有年龄段的消费者，主要受到年轻人喜爱；年龄段处于30+岁的消费者较喜爱三得利、乌龙茶及东方树叶；受到消费者口味转变的影响，气泡水销量下降较快。冰柜投放。2021年投入150台冰柜，2022年投冰柜数量入<200台；与2021年相比，冰柜投放的增长数较小，原因为单店数量增加，点位无较大增加；2021-2022年元气森林知名度上升，二批商贡献的数量较多。业绩较好的原因为冰柜投放较为精准、元气森林的市场氛围良好、消费者认知度较好及批发管控完善，无窜货情况出现，2022年河南市场整体业绩与2021年相比表现较差。销售情况。2022年Q1季度较2021年Q1季度销售数量增加20%，2021年Q2季度较2021年Q2季度销售数量增加11%；2021年全年销售额为200+万元，2022年制定400万元标准；按季度划分，2022年Q1季度占全年销售数量的比例为15-18%；2022年5月时将标准调整至280万元，前期任务按年初较高标准制定，2022年Q2季度存在压货情况。销售增长。2022年Q3季度较2022年Q1季度销售数量有所增加，原因为高温天气影响，Q3季度处于饮料销售最旺季，每年此时均存在压货情况，2022年较2021年同期增加25%，2022年批发市场销售数量较多；2022年Q2季度与2021年Q2季度的出货数量相差较小，批发数量较多，2022年本土市场均正常出货与进货。批发价格。2022年批发价格较低，原因为多多买菜、美团、抖音及拼多多等平台上元气森林的价格均较低；销售元气森林的经销商较少，电商的销售价较低；2022年Q3季度较2021年Q3季度增加10%，批发市场与本土市场各自销售一部分。,2021年多多买菜 利润,0
全球市场存在差异，拼多多面临挑战。拼多多认为，全球不同地区的市场存在许多不同之处，需要积累经验，克服挑战，创造长期价值。公司保持耐心，不断提高自身能力。Temu业务对公司整体收入影响较小。Temu业务半年前刚刚起步，收入计入3P模式收入，对公司整体收入影响较小。公司不是财务指标驱动，重点在于创造长期价值。公司不是财务指标驱动，现在对公司来说，建立自身独特的长期价值最重要，财务指标只是产生价值的反映。公司投资原则和高ROI标准不变。公司会一如既往地认真评估不同机会，坚持投资原则和高ROI标准。多多买菜业务为提高农产品流动效率、匹配供需发挥重要作用。多多买菜业务在提高农产品流动效率、匹配供需等方面发挥着重要作用。公司将继续加大投入，提升技术能力，改善服务质量，创造社会价值。公司仍处于发展阶段，利润不是当前重点。公司仍处于发展阶段，仍有许多领域可以改善和创造更多用户价值。利润不是当前重点，公司将持续加大投入，提升技术能力，支持农业和制造业，改善服务质量。多多买菜推出暖冬行动帮助农产品直连消费者。多多买菜推出暖冬行动，帮助应季待销农产品直连消费者，买菜各省区团队深入到农场及田间地头采购农产品，高效把本地农产品匹配给本地消费者。公司将继续加大投入，评估每项投资的盈利能力和长期发展潜力。公司将继续加大投入，提升技术能力，改善服务质量，创造社会价值。谨慎评估每项投资的盈利能力以及能否创造长期高质量发展。,2021年多多买菜 利润,0
中美签署审计监管合作协议。中国证监会、财政部与美国公众公司会计监督委员会于2022年8月26日签署审计监管合作协议，将启动相关合作。合作协议依据两国法律法规，尊重国际通行做法，按照对等互利原则，就双方对相关会计师事务所合作开展监管检查和调查活动作出了明确约定，形成了符合双方法规和监管要求的合作框架。Meta将于10月推出新款虚拟现实头显。Meta将在10月份推出新款虚拟现实头显。这款头显的价格至少为800美元，远高于当前Meta的旗舰产品Quest2，后者不同型号的价格为399至499美元不等。工信部通报47款侵害用户权益APP和SDK。工信部组织第三方检测机构对群众关注的酒店餐饮类、未成年人应用类等移动互联网应用程序(APP)及第三方软件开发工具包(SDK)进行检查，对发现存在侵害用户权益行为的共227款APP(SDK)提出整改要求。截至目前，尚有47款APP(SDK)未按要求完成整改，零跑、虎扑、神州专车等在列。华为创始人任正非表示全球经济将长期衰退。华为创始人任正非在内部论坛中提到，全球经济将面临着衰退、消费能力下降的情况，华为应改变思路和经营方针，从追求规模转向追求利润和现金流，保证渡过未来三年的危机。拼多多筹备跨境电商平台，首站美国。拼多多正在筹备跨境电商平台，应用预计在9月中旬上线，第一站是美国。模式将效仿中国最大跨境电商独立站Shein，正在全品类招商。华为要把活下来作为主要纲领。华为创始人任正非在内部论坛中提到，华为应把活下来作为最主要纲领，边缘业务全线收缩和关闭，把寒气传递给每个人。拼多多出海项目的牵头者是拼多多COO顾娉娉。拼多多内部默认该出海项目的牵头者是拼多多COO顾娉娉(花名：阿布)。拼多多明确首站落地美国后，已经确定让此前负责多多买菜多个省区的一级主管赵佳臻(花名：冬枣)和葡萄(花名)负责美国市场的招商工作。教育部通报人民教育出版社小学数学教材插图问题的调查处理情况。教育部通报人民教育出版社小学数学教材插图问题的调查处理情况。,2021年多多买菜 利润,0
满减优惠和红包激励方式。多多买菜为用户提供满减、红包等激励方式。例如，第二单用户可享受满25元减10元的满减优惠，且无品类限制。新用户注册完成后可获得3-5元不等的红包，红包额度根据城市发展程度不同划分不同金额。多多买菜还采取低价货品吸引策略，类似百亿补贴。秒杀神价活动。用户参与多多买菜的相关优惠活动专区为秒杀神价。该活动针对新老用户内容一样，活动的SKU量＜10个。活动专区产品品类多样，包括护发素、鸡汤、家用电子称、猕猴桃、鸡蛋、洗发水以及衣服等品类。优惠券额动态调整。多多买菜的优惠券额动态调整，折扣比例相对固定。新用户除了一张优惠券外，未获得其他额外优惠激励。新用户注册转发的链接不包括红包链接。数据端会根据情况及时调整设计优惠券的具体金额。用户激励机制相对单调。多多买菜目前的用户激励机制相对于拼多多主站相对单调。多多买菜机制单调原因为目前多多买菜还处于测试阶段。多多买菜研发团队测试阶段主要关注点为一段时间某个城市或者省份的数据，例如红包几率或者交互能否影响销售单量。多多买菜研发团队针对少部分用户进行过程较长的恢复测试。使用拼多多主站用户标签。多多买菜目前使用拼多多主站的用户标签，原因为尚未搭建相关组织。拼多多划分专门团队服务于多多买菜事业部。目前多多买菜BI团队总计10人，主要负责策略以及经营，有能力完成系统模块搭建与迭代。多多买菜有其他专门团队负责战略分析以及部分行业研究。C端用户交互玩法。C端用户的交互玩法有专门的C端用户团队负责，BI团队仅负责数据，BI团队与C端用户团队有项目合作。C端用户团队主要研究消费者，针对消费者研究情况设计补贴相关内容；补贴机制每周都会进行迭代更新。C端用户团队的消费者研究主要包括消费者习惯、对补贴的承受程度、用户购买路径以及社交属性。设计补贴相关内容主要包括补贴方式、补贴金额以及补贴组合形式。新用户注册转发链接。新用户注册转发的链接不包括红包链接。多多买菜没有手机充值卡兑换。用户如果更换设备（换新手机）而不更换手机卡，多多买菜将其算为老用户。满减优惠细节。多多买菜用户满减没有品类限制。多多买菜满25元减10元的满减优惠是给新用户首单之后的满减机制。多多买菜满25元减10元的满减优惠不能与其他任何优惠进行叠加。,2021年多多买菜 利润,0
"国家政策对社区拼团的影响。国家政策对社区拼团的影响十分重要，2021年4月国家约谈平台负责人推出条例，禁止低价倾销、价格欺诈及虚假宣传等，行业整体发展受到较大影响，主要体现为平台对商品端、用户端及团长端补贴大幅度下降。2021年5月，国家对十荟团发布处罚，要求进行停业整顿。2021年4月为社区团购对大型连锁商超影响的分水岭。美团优选的GPV。2021年美团优选全年GPV为700亿元，2022年美团优选商业分析及战略研究组制定目标为1,200亿元。2020年7月美团优选开城，当年度GPV为100-150亿元。深圳与上海经营指标的差异。深圳与上海经营指标存在一定差异，原因为不同地区平台供应商与商品结构不同、平台履约成本不同及区域拓团与竞争情况不同，同时需要结合当地对于业务的指导要求。上海地区便利店、商超及区域老龄化具有明显特征，平台拓团成本与履约成本较高，交易规模较低，平台对上海投入力度较低，更多于嘉定与宝山等较为偏僻地区进行业务尝试与拓展，未在主城进行全量覆盖，社区团购对于上海吸引力较弱，单日上海地区交易额为100-1,000万元，交易件数较低。深圳居民偏好居家烹饪，城市年轻化，对互联网接受度高，业务推进难度较低，市场规模较大，区域性投入比上海更高，以上市场规模基于区域人口、结构、市场规模、竞对情况及商品侧情况判断。深圳与上海经营指标的差异（续）。上海社区拼团单日交易额为400万元，全年交易额为1亿元，广州日交易额为2,000-3,000万元。广州日交易额高于深圳，广州为社区拼团体量最大城市，多多买菜在广州经营情况较好。深圳人口比广州更为年轻化，广州社区团购市场较深圳体量更大的原因如下：市场平台起始更早，教育频次高且时间久；用户渗透率高；平台履约成本低且商品结构健康，商品结构健康指生鲜、食品标品及非食品标品供应商储备与价格相对于传统商超有一定优势，此外结合平台对中心仓容建设与末端履约成本管控。上海社区拼团的用户画像。上海社区拼团的用户画像：50+岁用户主动加入团长社群可能性低，通过团长分享或小助手推荐产生下单行为较少；国家重视中老年人反诈宣传，该年龄阶段用户大多无使用微信或支付宝支付行为，使用社团团购占比较低。30-45岁用户符合经常居家烹饪且对价格较为敏感的画像，会在熟人圈中有喜好。每日上班的年轻人对社区团购需求较少，尤其是标品部分。上海社区拼团的交易额。上海社区拼团单日交易额为400万元，全年交易额为1亿元，广州日交易额为2,000-3,000万元。深圳与广州社区拼团市场规模的比较。广州日交易额高于深圳，广州为社区拼团体量最大城市，多多买菜在广州经营情况较好。深圳人口比广州更为年轻化，广州社区团购市场较深圳体量更大的原因如下：市场平台起始更早，教育频次高且时间久；用户渗透率高；平台履约成本低且商品结构健康，商品结构健康指生鲜、食品标品及非食品标品供应商储备与价格相对于传统商超有一定优势，此外结合平台对中心仓容建设与末端履约成本管控。大型连锁超市与社区团购的关系。2020年后国内大型连锁超市经营业绩总体呈下滑趋势，2021年上半年营收、利润与毛利率等重要财务指标受到大幅度影响，其总体流失30-35%客户进入社区团购。2021年4月监管政策出台促使社区团购业务规范化，极大减少低价补贴等无序竞争行为，此时社区团购对商超影响程度较为有限。",2021年多多买菜 利润,0
